"Vaccine","Geography Type","Geography","FIPS","Season/Survey Year","Month","Dimension Type","Dimension","Estimate (%)","95% CI (%)","Sample Size"
"Seasonal Influenza","States/Local Areas","TX-City of Houston","152","2024-25","9","Race and Ethnicity","Hispanic","NA",,
"Seasonal Influenza","States/Local Areas","TX-City of Houston","152","2024-25","10","Race and Ethnicity","Hispanic","NA",,
"Seasonal Influenza","States/Local Areas","TX-City of Houston","152","2024-25","11","Race and Ethnicity","Hispanic","NA",,
"Seasonal Influenza","States/Local Areas","TX-City of Houston","152","2024-25","12","Race and Ethnicity","Hispanic","NA",,
"Seasonal Influenza","States/Local Areas","TX-City of Houston","152","2024-25","1","Race and Ethnicity","Hispanic","NA",,
"Seasonal Influenza","States/Local Areas","TX-City of Houston","152","2024-25","2","Race and Ethnicity","Hispanic","NA",,
"Seasonal Influenza","States/Local Areas","TX-City of Houston","152","2024-25","3","Race and Ethnicity","Hispanic","NA",,
"Seasonal Influenza","States/Local Areas","TX-City of Houston","152","2024-25","4","Race and Ethnicity","Hispanic","NA",,
"Seasonal Influenza","States/Local Areas","TX-City of Houston","152","2024-25","5","Race and Ethnicity","Hispanic","NA",,
"Seasonal Influenza","States/Local Areas","TX-City of Houston","152","2024-25","7","Race and Ethnicity","Other or Multiple Races, Non-Hispanic","NA",,
"Seasonal Influenza","States/Local Areas","TX-City of Houston","152","2024-25","8","Race and Ethnicity","Other or Multiple Races, Non-Hispanic","NA",,
"Seasonal Influenza","States/Local Areas","TX-City of Houston","152","2024-25","9","Race and Ethnicity","Other or Multiple Races, Non-Hispanic","NA",,
"Seasonal Influenza","States/Local Areas","TX-City of Houston","152","2024-25","10","Race and Ethnicity","Other or Multiple Races, Non-Hispanic","NA",,
"Seasonal Influenza","States/Local Areas","TX-City of Houston","152","2024-25","11","Race and Ethnicity","Other or Multiple Races, Non-Hispanic","NA",,
"Seasonal Influenza","States/Local Areas","TX-City of Houston","152","2024-25","12","Race and Ethnicity","Other or Multiple Races, Non-Hispanic","NA",,
"Seasonal Influenza","States/Local Areas","TX-City of Houston","152","2024-25","1","Race and Ethnicity","Other or Multiple Races, Non-Hispanic","NA",,
"Seasonal Influenza","States/Local Areas","TX-City of Houston","152","2024-25","2","Race and Ethnicity","Other or Multiple Races, Non-Hispanic","NA",,
"Seasonal Influenza","States/Local Areas","TX-City of Houston","152","2024-25","3","Race and Ethnicity","Other or Multiple Races, Non-Hispanic","NA",,
"Seasonal Influenza","States/Local Areas","TX-City of Houston","152","2024-25","4","Race and Ethnicity","Other or Multiple Races, Non-Hispanic","NA",,
"Seasonal Influenza","States/Local Areas","TX-City of Houston","152","2024-25","5","Race and Ethnicity","Other or Multiple Races, Non-Hispanic","NA",,
"Seasonal Influenza","States/Local Areas","Massachusetts","25","2024-25","7","Race and Ethnicity","White, Non-Hispanic","NR †","NR †","5677"
"Seasonal Influenza","States/Local Areas","Massachusetts","25","2024-25","8","Race and Ethnicity","White, Non-Hispanic","1.7","1.3 to 2.1","5677"
"Seasonal Influenza","States/Local Areas","Massachusetts","25","2024-25","9","Race and Ethnicity","White, Non-Hispanic","14.5","13.4 to 15.6","5677"
"Seasonal Influenza","States/Local Areas","Massachusetts","25","2024-25","10","Race and Ethnicity","White, Non-Hispanic","40.1","38.5 to 41.7","5677"
"Seasonal Influenza","States/Local Areas","Massachusetts","25","2024-25","11","Race and Ethnicity","White, Non-Hispanic","50.4","48.7 to 52.1","5677"
"Seasonal Influenza","States/Local Areas","Massachusetts","25","2024-25","12","Race and Ethnicity","White, Non-Hispanic","54.4","52.7 to 56.1","5677"
"Seasonal Influenza","States/Local Areas","Massachusetts","25","2024-25","1","Race and Ethnicity","White, Non-Hispanic","56.7","55.0 to 58.4","5677"
"Seasonal Influenza","States/Local Areas","Massachusetts","25","2024-25","2","Race and Ethnicity","White, Non-Hispanic","58.4","56.7 to 60.1","5677"
"Seasonal Influenza","States/Local Areas","Massachusetts","25","2024-25","3","Race and Ethnicity","White, Non-Hispanic","59.4","57.7 to 61.1","5677"
"Seasonal Influenza","States/Local Areas","Massachusetts","25","2024-25","4","Race and Ethnicity","White, Non-Hispanic","60.5","58.8 to 62.2","5677"
"Seasonal Influenza","States/Local Areas","Massachusetts","25","2024-25","5","Race and Ethnicity","White, Non-Hispanic","61.0","59.1 to 62.9","5677"
"Seasonal Influenza","States/Local Areas","Massachusetts","25","2024-25","7","Race and Ethnicity","Black, Non-Hispanic","NR †","NR †","523"
"Seasonal Influenza","States/Local Areas","Massachusetts","25","2024-25","8","Race and Ethnicity","Black, Non-Hispanic","5.7","3.1 to 8.3","523"
"Seasonal Influenza","States/Local Areas","Massachusetts","25","2024-25","9","Race and Ethnicity","Black, Non-Hispanic","11.5","8.1 to 14.9","523"
"Seasonal Influenza","States/Local Areas","Massachusetts","25","2024-25","10","Race and Ethnicity","Black, Non-Hispanic","28.3","23.6 to 33.0","523"
"Seasonal Influenza","States/Local Areas","Massachusetts","25","2024-25","11","Race and Ethnicity","Black, Non-Hispanic","39.9","34.7 to 45.1","523"
"Seasonal Influenza","States/Local Areas","Massachusetts","25","2024-25","12","Race and Ethnicity","Black, Non-Hispanic","42.7","37.4 to 48.0","523"
"Seasonal Influenza","States/Local Areas","Massachusetts","25","2024-25","1","Race and Ethnicity","Black, Non-Hispanic","47.1","41.6 to 52.6","523"
"Seasonal Influenza","States/Local Areas","Massachusetts","25","2024-25","2","Race and Ethnicity","Black, Non-Hispanic","49.4","43.9 to 54.9","523"
"Seasonal Influenza","States/Local Areas","Massachusetts","25","2024-25","3","Race and Ethnicity","Black, Non-Hispanic","50.8","45.2 to 56.4","523"
"Seasonal Influenza","States/Local Areas","Massachusetts","25","2024-25","4","Race and Ethnicity","Black, Non-Hispanic","51.3","45.6 to 57.0","523"
"Seasonal Influenza","States/Local Areas","Massachusetts","25","2024-25","5","Race and Ethnicity","Black, Non-Hispanic","53.3","46.7 to 59.9","523"
"Seasonal Influenza","States/Local Areas","Massachusetts","25","2024-25","7","Race and Ethnicity","Hispanic","1.2","0.6 to 1.8","1359"
"Seasonal Influenza","States/Local Areas","Massachusetts","25","2024-25","8","Race and Ethnicity","Hispanic","3.9","2.8 to 5.0","1359"
"Seasonal Influenza","States/Local Areas","Massachusetts","25","2024-25","9","Race and Ethnicity","Hispanic","12.9","10.9 to 14.9","1359"
"Seasonal Influenza","States/Local Areas","Massachusetts","25","2024-25","10","Race and Ethnicity","Hispanic","22.1","19.6 to 24.6","1359"
"Seasonal Influenza","States/Local Areas","Massachusetts","25","2024-25","11","Race and Ethnicity","Hispanic","31.0","28.1 to 33.9","1359"
"Seasonal Influenza","States/Local Areas","Massachusetts","25","2024-25","12","Race and Ethnicity","Hispanic","33.8","30.8 to 36.8","1359"
"Seasonal Influenza","States/Local Areas","Massachusetts","25","2024-25","1","Race and Ethnicity","Hispanic","37.6","34.4 to 40.8","1359"
"Seasonal Influenza","States/Local Areas","Massachusetts","25","2024-25","2","Race and Ethnicity","Hispanic","41.4","38.1 to 44.7","1359"
"Seasonal Influenza","States/Local Areas","Massachusetts","25","2024-25","3","Race and Ethnicity","Hispanic","43.8","40.3 to 47.3","1359"
"Seasonal Influenza","States/Local Areas","Massachusetts","25","2024-25","4","Race and Ethnicity","Hispanic","46.6","42.9 to 50.3","1359"
"Seasonal Influenza","States/Local Areas","Massachusetts","25","2024-25","5","Race and Ethnicity","Hispanic","48.0","44.1 to 51.9","1359"
"Seasonal Influenza","States/Local Areas","Massachusetts","25","2024-25","7","Race and Ethnicity","Other or Multiple Races, Non-Hispanic","NR †","NR †","865"
"Seasonal Influenza","States/Local Areas","Massachusetts","25","2024-25","8","Race and Ethnicity","Other or Multiple Races, Non-Hispanic","2.1","1.1 to 3.1","865"
"Seasonal Influenza","States/Local Areas","Massachusetts","25","2024-25","9","Race and Ethnicity","Other or Multiple Races, Non-Hispanic","13.1","10.6 to 15.6","865"
"Seasonal Influenza","States/Local Areas","Massachusetts","25","2024-25","10","Race and Ethnicity","Other or Multiple Races, Non-Hispanic","30.0","26.3 to 33.7","865"
"Seasonal Influenza","States/Local Areas","Massachusetts","25","2024-25","11","Race and Ethnicity","Other or Multiple Races, Non-Hispanic","41.5","37.2 to 45.8","865"
"Seasonal Influenza","States/Local Areas","Massachusetts","25","2024-25","12","Race and Ethnicity","Other or Multiple Races, Non-Hispanic","46.2","41.7 to 50.7","865"
"Seasonal Influenza","States/Local Areas","Massachusetts","25","2024-25","1","Race and Ethnicity","Other or Multiple Races, Non-Hispanic","49.0","44.5 to 53.5","865"
"Seasonal Influenza","States/Local Areas","Massachusetts","25","2024-25","2","Race and Ethnicity","Other or Multiple Races, Non-Hispanic","51.0","46.4 to 55.6","865"
"Seasonal Influenza","States/Local Areas","Massachusetts","25","2024-25","3","Race and Ethnicity","Other or Multiple Races, Non-Hispanic","53.1","48.5 to 57.7","865"
"Seasonal Influenza","States/Local Areas","Massachusetts","25","2024-25","4","Race and Ethnicity","Other or Multiple Races, Non-Hispanic","54.0","49.2 to 58.8","865"
"Seasonal Influenza","States/Local Areas","Massachusetts","25","2024-25","5","Race and Ethnicity","Other or Multiple Races, Non-Hispanic","54.0","49.2 to 58.8","865"
"Seasonal Influenza","States/Local Areas","Massachusetts","25","2024-25","7","Age",">=6 Months","0.5","0.3 to 0.7","8594"
"Seasonal Influenza","States/Local Areas","Massachusetts","25","2024-25","8","Age",">=6 Months","2.3","1.9 to 2.7","8594"
"Seasonal Influenza","States/Local Areas","Massachusetts","25","2024-25","9","Age",">=6 Months","13.6","12.7 to 14.5","8594"
"Seasonal Influenza","States/Local Areas","Massachusetts","25","2024-25","10","Age",">=6 Months","34.8","33.6 to 36.0","8594"
"Seasonal Influenza","States/Local Areas","Massachusetts","25","2024-25","11","Age",">=6 Months","45.1","43.7 to 46.5","8594"
"Seasonal Influenza","States/Local Areas","Massachusetts","25","2024-25","12","Age",">=6 Months","48.8","47.4 to 50.2","8594"
"Seasonal Influenza","States/Local Areas","Massachusetts","25","2024-25","1","Age",">=6 Months","51.7","50.3 to 53.1","8594"
"Seasonal Influenza","States/Local Areas","Massachusetts","25","2024-25","2","Age",">=6 Months","53.7","52.3 to 55.1","8594"
"Seasonal Influenza","States/Local Areas","Massachusetts","25","2024-25","3","Age",">=6 Months","55.1","53.7 to 56.5","8594"
"Seasonal Influenza","States/Local Areas","Massachusetts","25","2024-25","4","Age",">=6 Months","56.5","55.0 to 58.0","8594"
"Seasonal Influenza","States/Local Areas","Massachusetts","25","2024-25","5","Age",">=6 Months","57.7","55.9 to 59.5","8594"
"Seasonal Influenza","States/Local Areas","Massachusetts","25","2024-25","7","Age","6 Months - 17 Years","1.4","0.8 to 2.0","2158"
"Seasonal Influenza","States/Local Areas","Massachusetts","25","2024-25","8","Age","6 Months - 17 Years","5.8","4.7 to 6.9","2158"
"Seasonal Influenza","States/Local Areas","Massachusetts","25","2024-25","9","Age","6 Months - 17 Years","21.0","19.0 to 23.0","2158"
"Seasonal Influenza","States/Local Areas","Massachusetts","25","2024-25","10","Age","6 Months - 17 Years","43.0","40.5 to 45.5","2158"
"Seasonal Influenza","States/Local Areas","Massachusetts","25","2024-25","11","Age","6 Months - 17 Years","54.9","52.3 to 57.5","2158"
"Seasonal Influenza","States/Local Areas","Massachusetts","25","2024-25","12","Age","6 Months - 17 Years","60.0","57.4 to 62.6","2158"
"Seasonal Influenza","States/Local Areas","Massachusetts","25","2024-25","1","Age","6 Months - 17 Years","62.6","60.0 to 65.2","2158"
"Seasonal Influenza","States/Local Areas","Massachusetts","25","2024-25","2","Age","6 Months - 17 Years","64.9","62.2 to 67.6","2158"
"Seasonal Influenza","States/Local Areas","Massachusetts","25","2024-25","3","Age","6 Months - 17 Years","65.9","63.2 to 68.6","2158"
"Seasonal Influenza","States/Local Areas","Massachusetts","25","2024-25","4","Age","6 Months - 17 Years","67.5","64.7 to 70.3","2158"
"Seasonal Influenza","States/Local Areas","Massachusetts","25","2024-25","5","Age","6 Months - 17 Years","68.3","65.4 to 71.2","2158"
"Seasonal Influenza","States/Local Areas","Massachusetts","25","2024-25","7","Age","6 Months - 4 Years","NR †","NR †","664"
"Seasonal Influenza","States/Local Areas","Massachusetts","25","2024-25","8","Age","6 Months - 4 Years","7.3","5.0 to 9.6","664"
"Seasonal Influenza","States/Local Areas","Massachusetts","25","2024-25","9","Age","6 Months - 4 Years","23.2","19.3 to 27.1","664"
"Seasonal Influenza","States/Local Areas","Massachusetts","25","2024-25","10","Age","6 Months - 4 Years","45.5","40.8 to 50.2","664"
"Seasonal Influenza","States/Local Areas","Massachusetts","25","2024-25","11","Age","6 Months - 4 Years","56.9","51.9 to 61.9","664"
"Seasonal Influenza","States/Local Areas","Massachusetts","25","2024-25","12","Age","6 Months - 4 Years","61.9","56.9 to 66.9","664"
"Seasonal Influenza","States/Local Areas","Massachusetts","25","2024-25","1","Age","6 Months - 4 Years","65.0","59.9 to 70.1","664"
"Seasonal Influenza","States/Local Areas","Massachusetts","25","2024-25","2","Age","6 Months - 4 Years","68.8","63.7 to 73.9","664"
"Seasonal Influenza","States/Local Areas","Massachusetts","25","2024-25","3","Age","6 Months - 4 Years","71.1","65.8 to 76.4","664"
"Seasonal Influenza","States/Local Areas","Massachusetts","25","2024-25","4","Age","6 Months - 4 Years","74.5","68.8 to 80.2","664"
"Seasonal Influenza","States/Local Areas","Massachusetts","25","2024-25","5","Age","6 Months - 4 Years","74.5","68.8 to 80.2","664"
"Seasonal Influenza","States/Local Areas","Massachusetts","25","2024-25","7","Age","5-12 Years","2.0","0.9 to 3.1","876"
"Seasonal Influenza","States/Local Areas","Massachusetts","25","2024-25","8","Age","5-12 Years","5.3","3.6 to 7.0","876"
"Seasonal Influenza","States/Local Areas","Massachusetts","25","2024-25","9","Age","5-12 Years","21.0","18.0 to 24.0","876"
"Seasonal Influenza","States/Local Areas","Massachusetts","25","2024-25","10","Age","5-12 Years","43.4","39.7 to 47.1","876"
"Seasonal Influenza","States/Local Areas","Massachusetts","25","2024-25","11","Age","5-12 Years","56.2","52.3 to 60.1","876"
"Seasonal Influenza","States/Local Areas","Massachusetts","25","2024-25","12","Age","5-12 Years","61.9","58.0 to 65.8","876"
"Seasonal Influenza","States/Local Areas","Massachusetts","25","2024-25","1","Age","5-12 Years","64.6","60.7 to 68.5","876"
"Seasonal Influenza","States/Local Areas","Massachusetts","25","2024-25","2","Age","5-12 Years","66.4","62.5 to 70.3","876"
"Seasonal Influenza","States/Local Areas","Massachusetts","25","2024-25","3","Age","5-12 Years","67.2","63.2 to 71.2","876"
"Seasonal Influenza","States/Local Areas","Massachusetts","25","2024-25","4","Age","5-12 Years","68.9","64.7 to 73.1","876"
"Seasonal Influenza","States/Local Areas","Massachusetts","25","2024-25","5","Age","5-12 Years","70.6","66.2 to 75.0","876"
"Seasonal Influenza","States/Local Areas","Massachusetts","25","2024-25","7","Age","13-17 Years","NR †","NR †","618"
"Seasonal Influenza","States/Local Areas","Massachusetts","25","2024-25","8","Age","13-17 Years","5.5","3.5 to 7.5","618"
"Seasonal Influenza","States/Local Areas","Massachusetts","25","2024-25","9","Age","13-17 Years","19.7","16.2 to 23.2","618"
"Seasonal Influenza","States/Local Areas","Massachusetts","25","2024-25","10","Age","13-17 Years","40.8","36.4 to 45.2","618"
"Seasonal Influenza","States/Local Areas","Massachusetts","25","2024-25","11","Age","13-17 Years","51.5","46.8 to 56.2","618"
"Seasonal Influenza","States/Local Areas","Massachusetts","25","2024-25","12","Age","13-17 Years","55.8","51.0 to 60.6","618"
"Seasonal Influenza","States/Local Areas","Massachusetts","25","2024-25","1","Age","13-17 Years","57.8","52.9 to 62.7","618"
"Seasonal Influenza","States/Local Areas","Massachusetts","25","2024-25","2","Age","13-17 Years","59.4","54.4 to 64.4","618"
"Seasonal Influenza","States/Local Areas","Massachusetts","25","2024-25","3","Age","13-17 Years","59.8","54.8 to 64.8","618"
"Seasonal Influenza","States/Local Areas","Massachusetts","25","2024-25","4","Age","13-17 Years","60.1","55.1 to 65.1","618"
"Seasonal Influenza","States/Local Areas","Massachusetts","25","2024-25","5","Age","13-17 Years","60.1","55.1 to 65.1","618"
"Seasonal Influenza","States/Local Areas","Massachusetts","25","2024-25","7","Age",">=18 Years","NR †","NR †","6436"
"Seasonal Influenza","States/Local Areas","Massachusetts","25","2024-25","8","Age",">=18 Years","1.5","1.1 to 1.9","6436"
"Seasonal Influenza","States/Local Areas","Massachusetts","25","2024-25","9","Age",">=18 Years","11.9","10.9 to 12.9","6436"
"Seasonal Influenza","States/Local Areas","Massachusetts","25","2024-25","10","Age",">=18 Years","32.9","31.5 to 34.3","6436"
"Seasonal Influenza","States/Local Areas","Massachusetts","25","2024-25","11","Age",">=18 Years","42.8","41.2 to 44.4","6436"
"Seasonal Influenza","States/Local Areas","Massachusetts","25","2024-25","12","Age",">=18 Years","46.1","44.5 to 47.7","6436"
"Seasonal Influenza","States/Local Areas","Massachusetts","25","2024-25","1","Age",">=18 Years","49.1","47.5 to 50.7","6436"
"Seasonal Influenza","States/Local Areas","Massachusetts","25","2024-25","2","Age",">=18 Years","51.1","49.5 to 52.7","6436"
"Seasonal Influenza","States/Local Areas","Massachusetts","25","2024-25","3","Age",">=18 Years","52.6","51.0 to 54.2","6436"
"Seasonal Influenza","States/Local Areas","Massachusetts","25","2024-25","4","Age",">=18 Years","53.9","52.1 to 55.7","6436"
"Seasonal Influenza","States/Local Areas","Massachusetts","25","2024-25","5","Age",">=18 Years","55.2","53.0 to 57.4","6436"
"Seasonal Influenza","States/Local Areas","Massachusetts","25","2024-25","7","Age","18-64 Years","NR †","NR †","4132"
"Seasonal Influenza","States/Local Areas","Massachusetts","25","2024-25","8","Age","18-64 Years","1.3","0.9 to 1.7","4132"
"Seasonal Influenza","States/Local Areas","Massachusetts","25","2024-25","9","Age","18-64 Years","9.9","8.7 to 11.1","4132"
"Seasonal Influenza","States/Local Areas","Massachusetts","25","2024-25","10","Age","18-64 Years","27.6","25.8 to 29.4","4132"
"Seasonal Influenza","States/Local Areas","Massachusetts","25","2024-25","11","Age","18-64 Years","36.9","35.1 to 38.7","4132"
"Seasonal Influenza","States/Local Areas","Massachusetts","25","2024-25","12","Age","18-64 Years","39.9","37.9 to 41.9","4132"
"Seasonal Influenza","States/Local Areas","Massachusetts","25","2024-25","1","Age","18-64 Years","43.0","41.0 to 45.0","4132"
"Seasonal Influenza","States/Local Areas","Massachusetts","25","2024-25","2","Age","18-64 Years","45.0","43.0 to 47.0","4132"
"Seasonal Influenza","States/Local Areas","Massachusetts","25","2024-25","3","Age","18-64 Years","46.5","44.5 to 48.5","4132"
"Seasonal Influenza","States/Local Areas","Massachusetts","25","2024-25","4","Age","18-64 Years","47.7","45.5 to 49.9","4132"
"Seasonal Influenza","States/Local Areas","Massachusetts","25","2024-25","5","Age","18-64 Years","49.0","46.3 to 51.7","4132"
"Seasonal Influenza","States/Local Areas","Massachusetts","25","2024-25","7","Age","18-64 Years at High Risk","NR †","NR †","1062"
"Seasonal Influenza","States/Local Areas","Massachusetts","25","2024-25","8","Age","18-64 Years at High Risk","1.8","0.8 to 2.8","1062"
"Seasonal Influenza","States/Local Areas","Massachusetts","25","2024-25","9","Age","18-64 Years at High Risk","11.4","8.9 to 13.9","1062"
"Seasonal Influenza","States/Local Areas","Massachusetts","25","2024-25","10","Age","18-64 Years at High Risk","30.2","26.7 to 33.7","1062"
"Seasonal Influenza","States/Local Areas","Massachusetts","25","2024-25","11","Age","18-64 Years at High Risk","40.0","36.3 to 43.7","1062"
"Seasonal Influenza","States/Local Areas","Massachusetts","25","2024-25","12","Age","18-64 Years at High Risk","42.9","39.0 to 46.8","1062"
"Seasonal Influenza","States/Local Areas","Massachusetts","25","2024-25","1","Age","18-64 Years at High Risk","47.1","43.2 to 51.0","1062"
"Seasonal Influenza","States/Local Areas","Massachusetts","25","2024-25","2","Age","18-64 Years at High Risk","49.5","45.4 to 53.6","1062"
"Seasonal Influenza","States/Local Areas","Massachusetts","25","2024-25","3","Age","18-64 Years at High Risk","50.7","46.6 to 54.8","1062"
"Seasonal Influenza","States/Local Areas","Massachusetts","25","2024-25","4","Age","18-64 Years at High Risk","51.0","46.9 to 55.1","1062"
"Seasonal Influenza","States/Local Areas","Massachusetts","25","2024-25","5","Age","18-64 Years at High Risk","52.0","47.5 to 56.5","1062"
"Seasonal Influenza","States/Local Areas","Massachusetts","25","2024-25","7","Age","18-64 Years not at High Risk","NR †","NR †","3010"
"Seasonal Influenza","States/Local Areas","Massachusetts","25","2024-25","8","Age","18-64 Years not at High Risk","1.0","0.6 to 1.4","3010"
"Seasonal Influenza","States/Local Areas","Massachusetts","25","2024-25","9","Age","18-64 Years not at High Risk","9.4","8.2 to 10.6","3010"
"Seasonal Influenza","States/Local Areas","Massachusetts","25","2024-25","10","Age","18-64 Years not at High Risk","26.8","24.8 to 28.8","3010"
"Seasonal Influenza","States/Local Areas","Massachusetts","25","2024-25","11","Age","18-64 Years not at High Risk","36.0","33.8 to 38.2","3010"
"Seasonal Influenza","States/Local Areas","Massachusetts","25","2024-25","12","Age","18-64 Years not at High Risk","39.0","36.8 to 41.2","3010"
"Seasonal Influenza","States/Local Areas","Massachusetts","25","2024-25","1","Age","18-64 Years not at High Risk","41.8","39.4 to 44.2","3010"
"Seasonal Influenza","States/Local Areas","Massachusetts","25","2024-25","2","Age","18-64 Years not at High Risk","43.7","41.3 to 46.1","3010"
"Seasonal Influenza","States/Local Areas","Massachusetts","25","2024-25","3","Age","18-64 Years not at High Risk","45.3","42.9 to 47.7","3010"
"Seasonal Influenza","States/Local Areas","Massachusetts","25","2024-25","4","Age","18-64 Years not at High Risk","46.9","44.5 to 49.3","3010"
"Seasonal Influenza","States/Local Areas","Massachusetts","25","2024-25","5","Age","18-64 Years not at High Risk","47.1","44.6 to 49.6","3010"
"Seasonal Influenza","States/Local Areas","Massachusetts","25","2024-25","7","Age","18-49 Years","NR †","NR †","2553"
"Seasonal Influenza","States/Local Areas","Massachusetts","25","2024-25","8","Age","18-49 Years","1.4","0.8 to 2.0","2553"
"Seasonal Influenza","States/Local Areas","Massachusetts","25","2024-25","9","Age","18-49 Years","9.6","8.2 to 11.0","2553"
"Seasonal Influenza","States/Local Areas","Massachusetts","25","2024-25","10","Age","18-49 Years","24.8","22.8 to 26.8","2553"
"Seasonal Influenza","States/Local Areas","Massachusetts","25","2024-25","11","Age","18-49 Years","33.8","31.4 to 36.2","2553"
"Seasonal Influenza","States/Local Areas","Massachusetts","25","2024-25","12","Age","18-49 Years","36.9","34.5 to 39.3","2553"
"Seasonal Influenza","States/Local Areas","Massachusetts","25","2024-25","1","Age","18-49 Years","40.2","37.8 to 42.6","2553"
"Seasonal Influenza","States/Local Areas","Massachusetts","25","2024-25","2","Age","18-49 Years","42.3","39.8 to 44.8","2553"
"Seasonal Influenza","States/Local Areas","Massachusetts","25","2024-25","3","Age","18-49 Years","43.9","41.4 to 46.4","2553"
"Seasonal Influenza","States/Local Areas","Massachusetts","25","2024-25","4","Age","18-49 Years","45.5","43.0 to 48.0","2553"
"Seasonal Influenza","States/Local Areas","Massachusetts","25","2024-25","5","Age","18-49 Years","47.2","43.7 to 50.7","2553"
"Seasonal Influenza","States/Local Areas","Massachusetts","25","2024-25","7","Age","18-49 Years at High Risk","NR †","NR †","467"
"Seasonal Influenza","States/Local Areas","Massachusetts","25","2024-25","8","Age","18-49 Years at High Risk","NR †","NR †","467"
"Seasonal Influenza","States/Local Areas","Massachusetts","25","2024-25","9","Age","18-49 Years at High Risk","10.8","6.9 to 14.7","467"
"Seasonal Influenza","States/Local Areas","Massachusetts","25","2024-25","10","Age","18-49 Years at High Risk","25.7","20.6 to 30.8","467"
"Seasonal Influenza","States/Local Areas","Massachusetts","25","2024-25","11","Age","18-49 Years at High Risk","34.6","29.1 to 40.1","467"
"Seasonal Influenza","States/Local Areas","Massachusetts","25","2024-25","12","Age","18-49 Years at High Risk","36.9","31.2 to 42.6","467"
"Seasonal Influenza","States/Local Areas","Massachusetts","25","2024-25","1","Age","18-49 Years at High Risk","41.3","35.4 to 47.2","467"
"Seasonal Influenza","States/Local Areas","Massachusetts","25","2024-25","2","Age","18-49 Years at High Risk","44.7","38.6 to 50.8","467"
"Seasonal Influenza","States/Local Areas","Massachusetts","25","2024-25","3","Age","18-49 Years at High Risk","45.4","39.3 to 51.5","467"
"Seasonal Influenza","States/Local Areas","Massachusetts","25","2024-25","4","Age","18-49 Years at High Risk","46.0","39.9 to 52.1","467"
"Seasonal Influenza","States/Local Areas","Massachusetts","25","2024-25","5","Age","18-49 Years at High Risk","47.8","40.9 to 54.7","467"
"Seasonal Influenza","States/Local Areas","Massachusetts","25","2024-25","7","Age","18-49 Years not at High Risk","NR †","NR †","2043"
"Seasonal Influenza","States/Local Areas","Massachusetts","25","2024-25","8","Age","18-49 Years not at High Risk","1.1","0.7 to 1.5","2043"
"Seasonal Influenza","States/Local Areas","Massachusetts","25","2024-25","9","Age","18-49 Years not at High Risk","9.4","7.8 to 11.0","2043"
"Seasonal Influenza","States/Local Areas","Massachusetts","25","2024-25","10","Age","18-49 Years not at High Risk","24.7","22.3 to 27.1","2043"
"Seasonal Influenza","States/Local Areas","Massachusetts","25","2024-25","11","Age","18-49 Years not at High Risk","33.7","31.2 to 36.2","2043"
"Seasonal Influenza","States/Local Areas","Massachusetts","25","2024-25","12","Age","18-49 Years not at High Risk","37.0","34.5 to 39.5","2043"
"Seasonal Influenza","States/Local Areas","Massachusetts","25","2024-25","1","Age","18-49 Years not at High Risk","40.0","37.3 to 42.7","2043"
"Seasonal Influenza","States/Local Areas","Massachusetts","25","2024-25","2","Age","18-49 Years not at High Risk","42.0","39.3 to 44.7","2043"
"Seasonal Influenza","States/Local Areas","Massachusetts","25","2024-25","3","Age","18-49 Years not at High Risk","43.8","41.1 to 46.5","2043"
"Seasonal Influenza","States/Local Areas","Massachusetts","25","2024-25","4","Age","18-49 Years not at High Risk","45.6","42.7 to 48.5","2043"
"Seasonal Influenza","States/Local Areas","Massachusetts","25","2024-25","5","Age","18-49 Years not at High Risk","45.9","43.0 to 48.8","2043"
"Seasonal Influenza","States/Local Areas","Massachusetts","25","2024-25","7","Age","50-64 Years","NR †","NR †","1579"
"Seasonal Influenza","States/Local Areas","Massachusetts","25","2024-25","8","Age","50-64 Years","1.1","0.5 to 1.7","1579"
"Seasonal Influenza","States/Local Areas","Massachusetts","25","2024-25","9","Age","50-64 Years","10.4","8.6 to 12.2","1579"
"Seasonal Influenza","States/Local Areas","Massachusetts","25","2024-25","10","Age","50-64 Years","33.9","31.0 to 36.8","1579"
"Seasonal Influenza","States/Local Areas","Massachusetts","25","2024-25","11","Age","50-64 Years","43.9","40.8 to 47.0","1579"
"Seasonal Influenza","States/Local Areas","Massachusetts","25","2024-25","12","Age","50-64 Years","46.7","43.6 to 49.8","1579"
"Seasonal Influenza","States/Local Areas","Massachusetts","25","2024-25","1","Age","50-64 Years","49.5","46.4 to 52.6","1579"
"Seasonal Influenza","States/Local Areas","Massachusetts","25","2024-25","2","Age","50-64 Years","50.9","47.8 to 54.0","1579"
"Seasonal Influenza","States/Local Areas","Massachusetts","25","2024-25","3","Age","50-64 Years","52.3","49.0 to 55.6","1579"
"Seasonal Influenza","States/Local Areas","Massachusetts","25","2024-25","4","Age","50-64 Years","52.9","49.6 to 56.2","1579"
"Seasonal Influenza","States/Local Areas","Massachusetts","25","2024-25","5","Age","50-64 Years","52.9","49.6 to 56.2","1579"
"Seasonal Influenza","States/Local Areas","Massachusetts","25","2024-25","7","Age",">=65 Years","NR †","NR †","2304"
"Seasonal Influenza","States/Local Areas","Massachusetts","25","2024-25","8","Age",">=65 Years","2.1","1.3 to 2.9","2304"
