year_month,origin_abbrev,dest_abbrev,flight_normalized,population_origin_normalized,population_dest_normalized,distance_km,vaccination_pct,avg_temp_f,precip_in,raw_score,infection_probability,transmission_event
2024-12,AR,NY,0.022033898305084745,0.078730060441379,0.502274324677411,1758.545129194982,40.0,27.0,3.65,1.2569059032558002e-10,0.0,0
2024-12,AR,OH,0.00015408320493066256,0.078730060441379,0.302473415183649,974.4120522121169,37.6,34.6,3.61,8.018060065634543e-13,0.0,0
2024-12,AR,OK,0.00015408320493066256,0.078730060441379,0.104037056867651,479.0191560895166,30.8,45.1,1.54,1.2316380157046003e-12,0.0,0
2024-12,AR,PA,0.001694915254237288,0.078730060441379,0.332647729988146,1440.0157125633368,39.3,31.0,3.19,7.931603197962084e-12,0.0,0
2024-12,AR,TN,0.011710323574730355,0.078730060441379,0.182893717477545,477.45680625040467,32.7,42.9,5.54,4.5442202168540336e-11,0.0,0
2024-12,AR,TX,0.18428351309707242,0.078730060441379,0.782834592914759,829.0890506445461,32.8,54.2,1.67,4.614304975914846e-09,0.0,0
2024-12,AR,VA,0.009553158705701078,0.078730060441379,0.223679066596693,1205.115013380467,40.5,38.8,2.9,3.0633715569927766e-11,0.0,0
2024-12,AR,WI,0.00015408320493066256,0.078730060441379,0.151698337539352,989.3266591682856,40.1,23.6,1.24,1.58510828745595e-12,0.0,0
2024-12,AZ,AL,0.002465331278890601,0.190717494970447,0.131103367048637,2254.2524308902707,33.4,48.5,5.14,3.284171243646423e-12,0.0,0
2024-12,AZ,AR,0.01140215716486903,0.190717494970447,0.078730060441379,1764.3694894394603,34.4,46.3,6.69,9.106742381231753e-12,0.0,0
2024-12,AZ,CA,0.7816640986132511,0.190717494970447,1.0,812.7484543589309,38.8,48.4,3.74,2.6115951750425092e-08,0.0,0
2024-12,AZ,CO,0.22973805855161789,0.190717494970447,0.150842573781169,772.8690563332755,41.0,32.0,0.47,1.3867871276648353e-08,0.0,0
2024-12,AZ,CT,0.0021571648690292757,0.190717494970447,0.092830952999514,3412.590604538805,43.6,31.6,5.18,1.5681195135036931e-12,0.0,0
2024-12,AZ,FL,0.07950693374422188,0.190717494970447,0.580280097675892,2900.145615062666,29.8,60.6,1.76,9.545789512339534e-10,0.0,0
2024-12,AZ,GA,0.059167950693374424,0.190717494970447,0.283053313761336,2625.628398723149,29.8,48.9,3.24,2.576569790251567e-10,0.0,0
2024-12,AZ,IA,0.0312788906009245,0.190717494970447,0.08230432735185,1796.6887265110256,38.7,28.2,1.34,1.8686451166768795e-10,0.0,0
2024-12,AZ,ID,0.039445300462249616,0.190717494970447,0.050422591259846,1157.4385094687248,24.2,30.2,3.03,1.4799535939442192e-10,0.0,0
2024-12,AZ,IL,0.1531587057010786,0.190717494970447,0.322074344659348,2046.2457050155635,36.9,34.0,2.6,1.4094573577407485e-09,0.0,0
2024-12,AZ,IN,0.027426810477657937,0.190717494970447,0.176110997320095,2358.109180101702,37.5,34.6,4.17,7.220129468974792e-11,0.0,0
2024-12,AZ,KS,0.011248073959938367,0.190717494970447,0.075465967793359,1252.9855738054887,36.8,38.0,0.19,4.862826289672759e-10,0.0,0
2024-12,AZ,KY,0.03913713405238829,0.190717494970447,0.116158901099245,2442.5279110993774,34.4,40.2,5.04,5.0930446208741837e-11,0.0,0
2024-12,AZ,LA,0.013097072419106317,0.190717494970447,0.117380375865198,1798.5844931747517,29.5,55.4,6.24,1.5985014824105496e-11,0.0,0
2024-12,AZ,MA,0.03189522342064715,0.190717494970447,0.179683416427579,3556.1256442616595,48.8,30.7,5.04,4.070599247699274e-11,0.0,0
2024-12,AZ,MD,0.016178736517719568,0.190717494970447,0.158609582660094,3108.2944157724346,44.2,37.5,2.75,3.4542691927039226e-11,0.0,0
2024-12,AZ,MI,0.04144838212634823,0.190717494970447,0.257595567408071,2461.6498575781347,36.3,27.9,2.69,3.036317025683706e-10,0.0,0
2024-12,AZ,MN,0.07719568567026194,0.190717494970447,0.147257451028152,1971.9479146734504,42.1,19.6,0.92,1.4482362281802706e-09,0.0,0
2024-12,AZ,MO,0.07334360554699537,0.190717494970447,0.159017716144765,1782.8877554307633,35.6,37.8,2.51,3.6936758486407694e-10,0.0,0
2024-12,AZ,MT,0.014946070878274268,0.190717494970447,0.029072408290137,1428.0371074310094,33.0,28.8,1.0,6.105941795148275e-11,0.0,0
2024-12,AZ,NC,0.04992295839753467,0.190717494970447,0.278081286547201,2918.1121244795418,39.7,43.6,3.11,1.6854786321790426e-10,0.0,0
2024-12,AZ,ND,0.016178736517719568,0.190717494970447,0.02011862227912,1721.6825985859477,36.3,18.0,0.53,1.0411787200037785e-10,0.0,0
2024-12,AZ,NE,0.031124807395993836,0.190717494970447,0.050772980901185,1283.6722762675956,38.6,33.0,0.27,6.82669810604462e-10,0.0,0
2024-12,AZ,NJ,0.03605546995377504,0.190717494970447,0.238439496501403,3299.350830595298,39.4,35.0,3.69,9.766090853069946e-11,0.0,0
2024-12,AZ,NM,0.07026194144838213,0.190717494970447,0.054263070120043,564.7070182240416,36.6,40.7,0.02,4.3220159565444884e-08,0.0,0
2024-12,AZ,NV,0.1650231124807396,0.190717494970447,0.081975110453065,711.3671628022187,29.9,37.6,0.82,3.934147319774547e-09,0.0,0
2024-12,AZ,NY,0.042835130970724195,0.190717494970447,0.502274324677411,3331.6338760006665,40.0,27.0,3.65,3.1243359208956374e-10,0.0,0
2024-12,AZ,OH,0.030816640986132512,0.190717494970447,0.302473415183649,2581.53730475591,37.6,34.6,3.61,1.4662684559972378e-10,0.0,0
2024-12,AZ,OK,0.04329738058551618,0.190717494970447,0.104037056867651,1285.9449880873183,30.8,45.1,1.54,3.1229846191395047e-10,0.0,0
2024-12,AZ,OR,0.09476117103235747,0.190717494970447,0.108644604942673,1356.8255628980362,38.9,36.6,6.8,1.4947394649452095e-10,0.0,0
2024-12,AZ,PA,0.04206471494607088,0.190717494970447,0.332647729988146,3068.3348837821122,39.3,31.0,3.19,2.2379241519927586e-10,0.0,0
2024-12,AZ,RI,0.00015408320493066256,0.190717494970447,0.028126692456008,3546.433142718187,46.3,33.8,6.92,2.1521321670472723e-14,0.0,0
2024-12,AZ,SD,0.013559322033898305,0.190717494970447,0.023593313139755,1464.196059262563,39.1,26.3,0.45,9.004781675465986e-11,0.0,0
2024-12,AZ,TN,0.05254237288135593,0.190717494970447,0.182893717477545,2238.8962426141325,32.7,42.9,5.54,1.053295494034397e-10,0.0,0
2024-12,AZ,TX,0.38459167950693374,0.190717494970447,0.782834592914759,1068.3294910930358,32.8,54.2,1.67,1.8103627622239404e-08,0.0,0
2024-12,AZ,UT,0.14191063174114021,0.190717494970447,0.087712487398689,586.2254354062991,34.2,33.7,0.65,5.405462674652368e-09,0.0,0
2024-12,AZ,VA,0.03559322033898305,0.190717494970447,0.223679066596693,2937.036912628308,40.5,38.8,2.9,1.1344595284124548e-10,0.0,0
2024-12,AZ,WA,0.15161787365177196,0.190717494970447,0.20050920830804,1722.7350932732552,40.3,35.0,7.8,3.0590675260424305e-10,0.0,0
2024-12,AZ,WI,0.03636363636363636,0.190717494970447,0.151698337539352,2202.4679509126195,40.1,23.6,1.24,4.070530404548848e-10,0.0,0
2024-12,CA,AR,0.0064714946070878274,1.0,0.078730060441379,2479.5416425487065,34.4,46.3,6.69,1.928449278486404e-11,0.0,0
2024-12,CA,AZ,0.7719568567026194,1.0,0.190717494970447,812.7484543589309,31.9,47.8,0.01,1.1879791839112464e-05,0.0,0
2024-12,CA,CO,0.6425269645608629,1.0,0.150842573781169,1229.9654378952368,41.0,32.0,0.47,1.2778818191212452e-07,0.0,0
2024-12,CA,CT,0.004006163328197226,1.0,0.092830952999514,3980.495695978384,43.6,31.6,5.18,1.3091245576801954e-11,0.0,0
2024-12,CA,FL,0.26533127889060093,1.0,0.580280097675892,3680.326450332478,29.8,60.6,1.76,1.3162495229847093e-08,0.0,0
2024-12,CA,GA,0.21602465331278892,1.0,0.283053313761336,3365.7097472092614,29.8,48.9,3.24,3.847908767900863e-09,0.0,0
2024-12,CA,IA,0.0018489984591679508,1.0,0.08230432735185,2323.7689867328754,38.7,28.2,1.34,4.4781784550297886e-11,0.0,0
2024-12,CA,ID,0.12557781201849,1.0,0.050422591259846,901.6871470653772,24.2,30.2,3.03,3.17115343738789e-09,0.0,0
2024-12,CA,IL,0.3419106317411402,1.0,0.322074344659348,2626.804341860512,36.9,34.0,2.6,1.2851753307725725e-08,0.0,0
2024-12,CA,IN,0.040832049306625574,1.0,0.176110997320095,2947.445521131048,37.5,34.6,4.17,4.5091890692007905e-10,0.0,0
2024-12,CA,KY,0.1423728813559322,1.0,0.116158901099245,3092.3819367417227,34.4,40.2,5.04,7.673113270930066e-10,0.0,0
2024-12,CA,LA,0.04052388289676425,1.0,0.117380375865198,2578.4318489816987,29.5,55.4,6.24,1.8089831440710936e-10,0.0,0
2024-12,CA,MA,0.1352850539291217,1.0,0.179683416427579,4107.935059194666,48.8,30.7,5.04,7.836921783258261e-10,0.0,0
2024-12,CA,MD,0.040215716486902926,1.0,0.158609582660094,3726.5583961759457,44.2,37.5,2.75,3.755182694929422e-10,0.0,0
2024-12,CA,ME,0.00015408320493066256,1.0,0.035819712223676,4226.836739618376,45.2,23.0,4.86,2.5843979141595343e-13,0.0,0
2024-12,CA,MI,0.08274268104776579,1.0,0.257595567408071,2954.1057659256917,36.3,27.9,2.69,2.6483710135572974e-09,0.0,0
2024-12,CA,MN,0.13343605546995377,1.0,0.147257451028152,2316.9602771408236,42.1,19.6,0.92,1.1171355986580234e-08,0.0,0
2024-12,CA,MO,0.09368258859784284,1.0,0.159017716144765,2432.412511753731,35.6,37.8,2.51,1.8132247826344574e-09,0.0,0
2024-12,CA,MT,0.022650231124807397,1.0,0.029072408290137,1348.7317922650484,33.0,28.8,1.0,5.13714264019794e-10,0.0,0
2024-12,CA,NC,0.13143297380585517,1.0,0.278081286547201,3596.364107593267,39.7,43.6,3.11,1.887882925785983e-09,0.0,0
2024-12,CA,NE,0.010939907550077042,1.0,0.050772980901185,1758.5111422415,38.6,33.0,0.27,9.184091048092729e-10,0.0,0
2024-12,CA,NH,0.002465331278890601,1.0,0.035982216230778,4081.6537292943876,44.7,24.8,4.37,4.486280209785387e-12,0.0,0
2024-12,CA,NJ,0.17103235747303544,1.0,0.238439496501403,3896.7067306404006,39.4,35.0,3.69,2.0566866263927037e-09,0.0,0
2024-12,CA,NM,0.06024653312788906,1.0,0.054263070120043,1310.3058525368626,36.6,40.7,0.02,8.374487743970943e-08,0.0,0
2024-12,CA,NV,0.9508474576271186,1.0,0.081975110453065,346.5104251651141,29.9,37.6,0.82,2.44007777409372e-07,0.0,0
2024-12,CA,NY,0.26979969183359015,1.0,0.502274324677411,3867.286060489986,40.0,27.0,3.65,8.88913516591866e-09,0.0,0
2024-12,CA,OH,0.024961479198767334,1.0,0.302473415183649,3175.8674482152765,37.6,34.6,3.61,5.062021834661708e-10,0.0,0
2024-12,CA,OK,0.01679506933744222,1.0,0.104037056867651,2016.0668367119458,30.8,45.1,1.54,4.0515103621108077e-10,0.0,0
2024-12,CA,OR,0.46024653312788905,1.0,0.108644604942673,787.1397540307747,38.9,36.6,6.8,6.5615621190968025e-09,0.0,0
2024-12,CA,PA,0.09214175654853621,1.0,0.332647729988146,3646.134007551083,39.3,31.0,3.19,2.163034755338797e-09,0.0,0
2024-12,CA,RI,0.0006163328197226503,1.0,0.028126692456008,4113.368330017245,46.3,33.8,6.92,3.891639235686581e-13,0.0,0
2024-12,CA,SC,0.001386748844375963,1.0,0.137906541358592,3463.645404765096,33.6,47.6,3.13,1.102957269664482e-11,0.0,0
2024-12,CA,SD,0.0018489984591679508,1.0,0.023593313139755,1830.3325811210223,39.1,26.3,0.45,5.150512564401297e-11,0.0,0
2024-12,CA,TN,0.1386748844375963,1.0,0.182893717477545,2937.3303054254934,32.7,42.9,5.54,1.1110382337580278e-09,0.0,0
2024-12,CA,TX,0.9480739599383667,1.0,0.782834592914759,1865.4009899965936,32.8,54.2,1.67,1.340140779197437e-07,0.0,0
2024-12,CA,UT,0.3531587057010786,1.0,0.087712487398689,781.4262255388364,34.2,33.7,0.65,5.291441480722605e-08,0.0,0
2024-12,CA,VA,0.13713405238828968,1.0,0.223679066596693,3586.84294231709,40.5,38.8,2.9,1.876607917682157e-09,0.0,0
2024-12,CA,WA,0.6613251155624037,1.0,0.20050920830804,1224.9111950400588,40.3,35.0,7.8,9.83959088811119e-09,0.0,0
2024-12,CA,WY,0.009244992295839754,1.0,0.014989198180027,1246.9296910755002,31.1,29.1,0.77,1.5947730424539078e-10,0.0,0
2024-12,CO,AL,0.023882896764252697,0.150842573781169,0.131103367048637,1875.3817776335902,33.4,48.5,5.14,3.024710157262557e-11,0.0,0
2024-12,CO,AR,0.03389830508474576,0.150842573781169,0.078730060441379,1322.34955484398,34.4,46.3,6.69,2.8571344529786417e-11,0.0,0
2024-12,CO,AZ,0.23174114021571648,0.150842573781169,0.190717494970447,772.8690563332755,31.9,47.8,0.01,5.657090258494517e-07,0.0,0
2024-12,CO,CA,0.6409861325115562,0.150842573781169,1.0,1229.9654378952368,38.8,48.4,3.74,1.1192599671264435e-08,0.0,0
2024-12,CO,CT,0.012326656394453005,0.150842573781169,0.092830952999514,2754.130785308393,43.6,31.6,5.18,8.78160991983014e-12,0.0,0
2024-12,CO,FL,0.21124807395993836,0.150842573781169,0.580280097675892,2594.4397446864305,29.8,60.6,1.76,2.2423800590556134e-09,0.0,0
2024-12,CO,GA,0.09491525423728814,0.150842573781169,0.283053313761336,2211.614333982948,29.8,48.9,3.24,3.8810448680947357e-10,0.0,0
2024-12,CO,IA,0.04298921417565486,0.150842573781169,0.08230432735185,1098.8322222230688,38.7,28.2,1.34,3.321313360434247e-10,0.0,0
2024-12,CO,ID,0.07041602465331279,0.150842573781169,0.050422591259846,895.7711055726787,24.2,30.2,3.03,2.6999679632121944e-10,0.0,0
2024-12,CO,IL,0.16656394453004622,0.150842573781169,0.322074344659348,1396.8389039652761,36.9,34.0,2.6,1.7759719801267306e-09,0.0,0
2024-12,CO,IN,0.03466872110939907,0.150842573781169,0.176110997320095,1717.4800832358112,37.5,34.6,4.17,9.91090015329452e-11,0.0,0
2024-12,CO,KS,0.05331278890600925,0.150842573781169,0.075465967793359,630.7944018623269,36.8,38.0,0.19,3.6210426094803556e-09,0.0,0
2024-12,CO,KY,0.054853620955315874,0.150842573781169,0.116158901099245,1872.117944417424,34.4,40.2,5.04,7.366030145381784e-11,0.0,0
2024-12,CO,LA,0.03697996918335902,0.150842573781169,0.117380375865198,1539.9883307075893,29.5,55.4,6.24,4.169194675165302e-11,0.0,0
2024-12,CO,MA,0.04653312788906009,0.150842573781169,0.179683416427579,2885.306809294949,48.8,30.7,5.04,5.789131865363187e-11,0.0,0
2024-12,CO,MD,0.04730354391371341,0.150842573781169,0.158609582660094,2497.1645973803397,44.2,37.5,2.75,9.942912898443862e-11,0.0,0
2024-12,CO,MI,0.053158705701078585,0.150842573781169,0.257595567408071,1746.0931619084092,36.3,27.9,2.69,4.342163756745355e-10,0.0,0
2024-12,CO,MN,0.08228043143297381,0.150842573781169,0.147257451028152,1201.1851645659033,42.1,19.6,0.92,2.0042958106439774e-09,0.0,0
2024-12,CO,MO,0.11710323574730354,0.150842573781169,0.159017716144765,1221.141926132586,35.6,37.8,2.51,6.810150028238338e-10,0.0,0
2024-12,CO,MT,0.10261941448382127,0.150842573781169,0.029072408290137,895.1637801698643,33.0,28.8,1.0,5.28963306179178e-10,0.0,0
2024-12,CO,NC,0.06640986132511556,0.150842573781169,0.278081286547201,2384.274667072323,39.7,43.6,3.11,2.170374118934317e-10,0.0,0
2024-12,CO,ND,0.08058551617873652,0.150842573781169,0.02011862227912,969.0524009283218,36.3,18.0,0.53,7.287472038706459e-10,0.0,0
2024-12,CO,NE,0.10231124807395994,0.150842573781169,0.050772980901185,541.7861868500261,38.6,33.0,0.27,4.205203734156497e-09,0.0,0
2024-12,CO,NJ,0.04838212634822804,0.150842573781169,0.238439496501403,2666.9212197710913,39.4,35.0,3.69,1.2822900198356078e-10,0.0,0
2024-12,CO,NM,0.07303543913713405,0.150842573781169,0.054263070120043,513.2747362248444,36.6,40.7,0.02,3.909368074076806e-08,0.0,0
2024-12,CO,NV,0.1440677966101695,0.150842573781169,0.081975110453065,920.1409199402807,29.9,37.6,0.82,2.100127337309121e-09,0.0,0
2024-12,CO,NY,0.09244992295839753,0.150842573781169,0.502274324677411,2648.3672924307184,40.0,27.0,3.65,6.709291024822921e-10,0.0,0
2024-12,CO,OH,0.05546995377503852,0.150842573781169,0.302473415183649,1945.9020103200403,37.6,34.6,3.61,2.7693435512519596e-10,0.0,0
2024-12,CO,OK,0.07134052388289676,0.150842573781169,0.104037056867651,919.179654752938,30.8,45.1,1.54,5.693769789940526e-10,0.0,0
2024-12,CO,OR,0.08243451463790447,0.150842573781169,0.108644604942673,1312.592451828887,38.9,36.6,6.8,1.0630940376140082e-10,0.0,0
2024-12,CO,PA,0.05531587057010786,0.150842573781169,0.332647729988146,2417.6590197166674,39.3,31.0,3.19,2.954052936534984e-10,0.0,0
2024-12,CO,RI,0.002465331278890601,0.150842573781169,0.028126692456008,2887.450826803336,46.3,33.8,6.92,3.3450260304335305e-13,0.0,0
2024-12,CO,SC,0.012326656394453005,0.150842573781169,0.137906541358592,2276.9172260048454,33.6,47.6,3.13,2.249656861149015e-11,0.0,0
2024-12,CO,SD,0.06425269645608629,0.150842573781169,0.023593313139755,692.019969970644,39.1,26.3,0.45,7.140696539599871e-10,0.0,0
2024-12,CO,TN,0.08967642526964562,0.150842573781169,0.182893717477545,1747.7098602954004,32.7,42.9,5.54,1.8214483609638472e-10,0.0,0
2024-12,CO,TX,0.5192604006163328,0.150842573781169,0.782834592914759,995.5251550989894,32.8,54.2,1.67,2.074614012718751e-08,0.0,0
2024-12,CO,UT,0.12973805855161788,0.150842573781169,0.087712487398689,456.8110597160422,34.2,33.7,0.65,5.015875894010879e-09,0.0,0
2024-12,CO,VA,0.0761171032357473,0.150842573781169,0.223679066596693,2363.5170134186205,40.5,38.8,2.9,2.3844490573649276e-10,0.0,0
2024-12,CO,WA,0.11263482280431433,0.150842573781169,0.20050920830804,1505.5806771208238,40.3,35.0,7.8,2.056644416834333e-10,0.0,0
2024-12,CO,WI,0.04298921417565486,0.150842573781169,0.151698337539352,1484.861448039374,40.1,23.6,1.24,5.645472152265216e-10,0.0,0
2024-12,CO,WY,0.11818181818181818,0.150842573781169,0.014989198180027,411.7824292749894,31.1,29.1,0.77,9.311959711158843e-10,0.0,0
2024-12,CT,AR,0.00015408320493066256,0.092830952999514,0.078730060441379,1776.9108194526061,34.4,46.3,6.69,5.947815849772658e-14,0.0,0
2024-12,CT,AZ,0.002003081664098613,0.092830952999514,0.190717494970447,3412.590604538805,31.9,47.8,0.01,6.815209768922578e-10,0.0,0
2024-12,CT,CO,0.012172573189522341,0.092830952999514,0.150842573781169,2754.130785308393,41.0,32.0,0.47,1.003651376897515e-10,0.0,0
2024-12,CT,FL,0.14175654853620956,0.092830952999514,0.580280097675892,1728.9297597939997,29.8,60.6,1.76,1.3896156901636836e-09,0.0,0
2024-12,CT,GA,0.0325115562403698,0.092830952999514,0.283053313761336,1364.0497324661876,29.8,48.9,3.24,1.326473178510636e-10,0.0,0
2024-12,CT,IA,0.00015408320493066256,0.092830952999514,0.08230432735185,1656.7380345076638,38.7,28.2,1.34,4.859057828123034e-13,0.0,0
2024-12,CT,IL,0.04175654853620955,0.092830952999514,0.322074344659348,1368.5420660305695,36.9,34.0,2.6,2.7966412065519523e-10,0.0,0
2024-12,CT,KY,0.020184899845916794,0.092830952999514,0.116158901099245,1042.8988379201821,34.4,40.2,5.04,2.9944335978295496e-11,0.0,0
2024-12,CT,LA,0.001386748844375963,0.092830952999514,0.117380375865198,2050.2676670985798,29.5,55.4,6.24,7.227018794340636e-13,0.0,0
2024-12,CT,MA,0.0015408320493066256,0.092830952999514,0.179683416427579,166.86748996608023,48.8,30.7,5.04,2.0398378282377104e-11,0.0,0
2024-12,CT,MD,0.023882896764252697,0.092830952999514,0.158609582660094,414.19817962057397,44.2,37.5,2.75,1.862579488119791e-10,0.0,0
2024-12,CT,MI,0.016486902927580895,0.092830952999514,0.257595567408071,1060.8680006602751,36.3,27.9,2.69,1.3640987698477623e-10,0.0,0
2024-12,CT,MN,0.011093990755007704,0.092830952999514,0.147257451028152,1807.7491008748952,42.1,19.6,0.92,1.1050800497062753e-10,0.0,0
2024-12,CT,MO,0.0007704160246533128,0.092830952999514,0.159017716144765,1648.3351997609213,35.6,37.8,2.51,2.0426905319789866e-12,0.0,0
2024-12,CT,NC,0.0423728813559322,0.092830952999514,0.278081286547201,828.5825769747594,39.7,43.6,3.11,2.4523326935181065e-10,0.0,0
2024-12,CT,NH,0.0004622496147919877,0.092830952999514,0.035982216230778,216.24652234209802,44.7,24.8,4.37,1.4738982495846358e-12,0.0,0
2024-12,CT,NJ,0.001694915254237288,0.092830952999514,0.238439496501403,204.4560293582862,39.4,35.0,3.69,3.606022554113021e-11,0.0,0
2024-12,CT,NV,0.002003081664098613,0.092830952999514,0.081975110453065,3654.462918119971,29.9,37.6,0.82,4.524567064677418e-12,0.0,0
